id,type,tier,model,adapter,prompt_render_version,target_prob,target_rank,final_entropy,mean_seq_entropy,time_s,source,prompt,target,metadata
rt_gen_0039,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00579833984375,4,0.884777843952179,2.484375,0.313,gen_reasoning_track,Dave has the ring. Dave gives the ring to Hank. Hank gives the ring to Dave. Dave gives the ring to Bob. Who has the ring?, Bob,"{""variant"": 3}"
fr_counterfact_0032,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0103759765625,4,3.787074565887451,4.125,0.303,counterfact,"Venantius Fortunatus, whose position is that of", bishop,"{""subject"": ""Venantius Fortunatus""}"
fr_counterfact_0023,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.01806640625,4,4.801469326019287,5.1875,0.293,counterfact,asado was created in, Argentina,"{""subject"": ""asado""}"
fr_counterfact_0057,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0311279296875,4,7.39381217956543,4.59375,0.301,counterfact,The domain of activity of August Kundt is, physics,"{""subject"": "" August Kundt""}"
alg_gen_last_letter_0027,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.040283203125,4,4.576048374176025,5.78125,0.301,gen_last_letter,"The last letter of ""thunder"" is", r,"{""task"": ""last_letter""}"
rt_gen_0002,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0419921875,4,2.840305805206299,2.703125,0.326,gen_reasoning_track,The key is in the drawer. The drawer is in the pocket. The pocket is in the office. Where is the key? The key is in the, drawer,"{""variant"": 2}"
fr_counterfact_0071,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.044677734375,4,5.3650221824646,4.46875,0.303,counterfact,Brazilian Football Confederation is affiliated with the, FIFA,"{""subject"": ""Brazilian Football Confederation""}"
alg_gen_reverse_word_0026,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.055419921875,4,6.582295894622803,6.34375,0.298,gen_reverse_word,"Reverse the word ""python"": ", nohtyp,"{""task"": ""reverse_word""}"
sc_gen_word_list_0055,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.05810546875,4,6.131453990936279,4.53125,0.307,gen_word_list,"List of animals: cat, fish, dog, frog, bird,", horse,"{""pattern"": ""category_list"", ""category"": ""animals""}"
dk_curated_domain_0048,domain_knowledge,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.060302734375,4,2.614884853363037,1.953125,0.318,,,,{}
fr_counterfact_0034,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0693359375,4,4.801469326019287,5.3125,0.297,counterfact,James Joyce took up work in, Paris,"{""subject"": ""James Joyce""}"
rt_gen_0008,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0927734375,4,5.049432754516602,2.484375,0.322,gen_reasoning_track,Dave put the key in the kitchen. Dave went to the garage. Frank moved the key to the living room. Where is the key now? The key is in the, living room,"{""variant"": 0}"
rt_gen_0032,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0927734375,4,4.959264278411865,2.75,0.321,gen_reasoning_track,Dave put the ring in the attic. Dave went to the garage. Grace moved the ring to the bedroom. Where is the ring now? The ring is in the, bedroom,"{""variant"": 0}"
dk_gen-wikipedia-random_0028,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.09375,4,5.071974754333496,3.71875,0.335,,,,{}
fret_counterfact_0038,factual_retrieval,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00122833251953125,3,0.22542110085487366,3.453125,0.332,counterfact_extended,"The following information pertains to Bryan Robson. After careful examination of the available evidence, we can state that Bryan Robson, who plays the position", midfielder,"{""subject"": ""Bryan Robson"", ""base_prompt"": ""Bryan Robson, who plays the position""}"
rt_gen_0023,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.004180908203125,3,0.8622357249259949,2.046875,0.319,gen_reasoning_track,Carol has the ball. Carol gives the ball to Dave. Dave gives the ball to Carol. Carol gives the ball to Bob. Bob gives the ball to Dave. Who has the ball?, Dave,"{""variant"": 3}"
rt_gen_0011,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00738525390625,3,1.076385736465454,2.21875,0.319,gen_reasoning_track,Carol has the key. Carol gives the key to Dave. Dave gives the key to Frank. Frank gives the key to Dave. Dave gives the key to Carol. Who has the key?, Carol,"{""variant"": 3}"
rt_gen_0031,reasoning_tracking,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0079345703125,3,1.0087593793869019,2.78125,0.313,gen_reasoning_track,Frank has the ring. Frank gives the ring to Dave. Dave gives the ring to Frank. Who has the ring?, Frank,"{""variant"": 3}"
rt_gen_0027,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.00994873046875,3,0.777702808380127,2.140625,0.319,gen_reasoning_track,Bob has the hat. Bob gives the hat to Eve. Eve gives the hat to Bob. Bob gives the hat to Eve. Eve gives the hat to Bob. Who has the hat?, Bob,"{""variant"": 3}"
rt_gen_0007,reasoning_tracking,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.01104736328125,3,0.7946093678474426,2.21875,0.317,gen_reasoning_track,Alice has the pen. Alice gives the pen to Eve. Eve gives the pen to Alice. Who has the pen?, Alice,"{""variant"": 3}"
rt_gen_0003,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.01129150390625,3,0.6734455227851868,2.1875,0.317,gen_reasoning_track,Alice has the bag. Alice gives the bag to Bob. Bob gives the bag to Eve. Eve gives the bag to Alice. Who has the bag?, Alice,"{""variant"": 3}"
fr_counterfact_0013,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.01190185546875,3,0.5691882967948914,3.390625,0.295,counterfact,"Lucien Bonaparte, a native", French,"{""subject"": ""Lucien Bonaparte""}"
rt_gen_0035,reasoning_tracking,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.01239013671875,3,0.788973867893219,2.421875,0.312,gen_reasoning_track,Alice has the cup. Alice gives the cup to Dave. Dave gives the cup to Alice. Who has the cup?, Alice,"{""variant"": 3}"
rt_gen_0015,reasoning_tracking,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0174560546875,3,0.9354975819587708,2.75,0.314,gen_reasoning_track,Dave has the ring. Dave gives the ring to Hank. Hank gives the ring to Dave. Who has the ring?, Dave,"{""variant"": 3}"
fr_counterfact_0001,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.031494140625,3,3.3813164234161377,4.59375,0.298,counterfact,"Eric Maschwitz, who is employed by", BBC,"{""subject"": ""Eric Maschwitz""}"
fr_counterfact_0019,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.034912109375,3,4.418253421783447,5.15625,0.296,counterfact,Great Sheffield Flood can be found in, Sheffield,"{""subject"": ""Great Sheffield Flood""}"
rt_gen_0030,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.035888671875,3,2.885390043258667,2.703125,0.321,gen_reasoning_track,The book is in the pocket. The pocket is in the shelf. The shelf is in the bedroom. Where is the book? The book is in the, pocket,"{""variant"": 2}"
fret_counterfact_0014,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.036865234375,3,4.080121994018555,4.6875,0.308,counterfact_extended,"A detailed analysis of Henri Salvador shows that across various references, Henri Salvador speaks the language", French,"{""subject"": ""Henri Salvador"", ""base_prompt"": ""Henri Salvador speaks the language""}"
fr_counterfact_0027,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.03955078125,3,2.22039794921875,4.40625,0.293,counterfact,Limbdi is located in, Gujarat,"{""subject"": ""Limbdi""}"
sc_gen_word_list_0050,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.044677734375,3,6.537211894989014,4.84375,0.301,gen_word_list,"List of animals: fish, dog, deer, lion, frog,", cat,"{""pattern"": ""category_list"", ""category"": ""animals""}"
alg_gen_reverse_word_0024,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.05224609375,3,5.274853706359863,6.25,0.297,gen_reverse_word,"Reverse the word ""stone"": ", enots,"{""task"": ""reverse_word""}"
rt_gen_0034,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.052978515625,3,3.5616533756256104,2.875,0.319,gen_reasoning_track,The book is in the bag. The bag is in the pocket. The pocket is in the bedroom. Where is the book? The book is in the, bag,"{""variant"": 2}"
alg_gen_last_letter_0020,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.054443359375,3,3.9674112796783447,4.78125,0.298,gen_last_letter,"The last letter of ""elephant"" is", t,"{""task"": ""last_letter""}"
fr_counterfact_0002,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.05859375,3,1.4032464027404785,4.6875,0.294,counterfact,Cadbury was formed in, Birmingham,"{""subject"": ""Cadbury""}"
fr_counterfact_0005,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.06005859375,3,5.500274658203125,4.84375,0.294,counterfact,Segundo romance is written in, Spanish,"{""subject"": ""Segundo romance""}"
rt_gen_0038,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0634765625,3,3.3813164234161377,2.796875,0.315,gen_reasoning_track,The bag is in the pocket. The pocket is in the box. The box is in the bedroom. Where is the bag? The bag is in the, pocket,"{""variant"": 2}"
fr_counterfact_0053,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0654296875,3,6.447043418884277,4.0,0.3,counterfact,Apocalypse Meow was created in the country of, Japan,"{""subject"": ""Apocalypse Meow""}"
fr_counterfact_0010,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.06640625,3,4.260458946228027,3.625,0.304,counterfact,"Magnus Felix Ennodius, whose position is that of", bishop,"{""subject"": ""Magnus Felix Ennodius""}"
fr_counterfact_0070,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0703125,3,5.770780086517334,3.875,0.303,counterfact,The language used by Antoine Laurent de Jussieu is, French,"{""subject"": "" Antoine Laurent de Jussieu""}"
rt_gen_0012,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.08447265625,3,5.162143230438232,2.8125,0.317,gen_reasoning_track,Grace put the bag in the garage. Grace went to the bathroom. Carol moved the bag to the kitchen. Where is the bag now? The bag is in the, kitchen,"{""variant"": 0}"
rt_gen_0018,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.09033203125,3,3.9899535179138184,3.0,0.315,gen_reasoning_track,The ball is in the pocket. The pocket is in the bag. The bag is in the attic. Where is the ball? The ball is in the, pocket,"{""variant"": 2}"
fr_counterfact_0062,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.09228515625,3,6.537211894989014,4.03125,0.302,counterfact,"Mahavira, who holds a citizenship from", India,"{""subject"": ""Mahavira""}"
dk_gen-wikipedia-random_0021,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.1005859375,3,4.21537446975708,3.46875,0.326,,,,{}
fr_counterfact_0028,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.1025390625,3,3.674363851547241,3.375,0.302,counterfact,Yukon Flats National Wildlife Refuge can be found in, Alaska,"{""subject"": ""Yukon Flats National Wildlife Refuge""}"
fr_counterfact_0024,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.10546875,3,4.508421897888184,2.90625,0.304,counterfact,Autobianchi Y10 is a product of, Fiat,"{""subject"": ""Autobianchi Y10""}"
alg_gen_first_letters_0022,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.111328125,3,3.9674112796783447,4.59375,0.302,gen_first_letters,"First letters of Banana, Fig, Mango:", BFM,"{""task"": ""first_letters""}"
sc_gen_alpha_seq_0010,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.11376953125,3,3.2235217094421387,2.5,0.295,gen_alpha_seq,"G, H, I, J, K, ", L,"{""pattern"": ""alpha_continuation""}"
fret_counterfact_0029,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.1201171875,3,5.951117038726807,4.1875,0.382,counterfact_extended,"In a comprehensive review of Gotthard Road Tunnel, researchers noted several key facts. Among them, Gotthard Road Tunnel is from", Switzerland,"{""subject"": ""Gotthard Road Tunnel"", ""base_prompt"": ""Gotthard Road Tunnel is from""}"
sc_gen_alpha_seq_0011,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.12255859375,3,5.342480182647705,3.484375,0.298,gen_alpha_seq,"C, D, E, F, G, H, ", I,"{""pattern"": ""alpha_continuation""}"
sc_gen_word_list_0056,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.12353515625,3,3.696906089782715,4.09375,0.301,gen_word_list,"List of colors: purple, black, yellow, brown, blue,", white,"{""pattern"": ""category_list"", ""category"": ""colors""}"
alg_gen_arithmetic_0000,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.1240234375,3,1.8146398067474365,3.21875,0.295,gen_arithmetic,82 + 15 =, 97,"{""operation"": ""+"", ""a"": 82, ""b"": 15}"
cc_gen_0003,code_comprehension,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.138671875,3,1.8935372829437256,1.921875,0.324,gen_code,"```python
d = {""a"": 1, ""b"": 2}
print(d[""b""])
```
Output:", 2,{}
alg_gen_arithmetic_0001,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.140625,3,1.8597240447998047,3.265625,0.294,gen_arithmetic,95 + 36 =, 131,"{""operation"": ""+"", ""a"": 95, ""b"": 36}"
fr_counterfact_0035,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.1611328125,3,3.94486927986145,4.375,0.312,counterfact,Fermilab is located in, Illinois,"{""subject"": ""Fermilab""}"
cc_gen_0009,code_comprehension,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.1962890625,3,1.9949767589569092,2.375,0.314,gen_code,"```python
words = [""hello"", ""world""]
print(len(words))
```
Output:", 2,{}
cc_gen_0001,code_comprehension,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.2060546875,3,2.186584711074829,1.5078125,0.342,gen_code,"```python
x = [1, 2, 3]
x.append(4)
print(len(x))
```
Output:", 4,{}
cc_gen_0011,code_comprehension,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.2080078125,3,2.0851452350616455,1.6171875,0.327,gen_code,"```python
x = [3, 1, 4, 1, 5]
x.sort()
print(x[0])
```
Output:", 1,{}
fret_counterfact_0030,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.047119140625,2,3.854700803756714,3.8125,0.4,counterfact_extended,"The following information pertains to Claude Cerval. After careful examination of the available evidence, we can state that Claude Cerval spoke the language", French,"{""subject"": ""Claude Cerval"", ""base_prompt"": ""Claude Cerval spoke the language""}"
fret_counterfact_0025,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.047607421875,2,6.401959419250488,4.53125,0.33,counterfact_extended,"When examining the topic of Aisha in depth, one important detail stands out: Aisha is follower of", Islam,"{""subject"": ""Aisha"", ""base_prompt"": ""Aisha is follower of""}"
rt_gen_0026,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.07080078125,2,2.457089900970459,2.578125,0.319,gen_reasoning_track,The ring is in the cabinet. The cabinet is in the drawer. The drawer is in the living room. Where is the ring? The ring is in the, cabinet,"{""variant"": 2}"
cm_lambada_0002,cultural_memorized,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0751953125,2,3.674363851547241,3.71875,0.345,lambada,"As I took a seat beside Wolfe on the bed I realised how much older Kir looked than Wolfe, despite them being of the same age. It was almost as if Kir had seen too much; whatever he had gone through had made a physical impression on him. ""Who do you think set the rookery up,", Wolfe,{}
rt_gen_0010,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.080078125,2,3.7645323276519775,2.78125,0.318,gen_reasoning_track,The cup is in the drawer. The drawer is in the shelf. The shelf is in the bathroom. Where is the cup? The cup is in the, drawer,"{""variant"": 2}"
alg_gen_arithmetic_0009,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0849609375,2,1.2116384506225586,2.96875,0.299,gen_arithmetic,36 + 20 =, 56,"{""operation"": ""+"", ""a"": 36, ""b"": 20}"
sc_gen_alpha_seq_0001,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.0986328125,2,7.078222751617432,5.28125,0.291,gen_alpha_seq,I J K L , M,"{""pattern"": ""alpha_continuation""}"
rt_gen_0022,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.099609375,2,3.6518218517303467,2.796875,0.319,gen_reasoning_track,The phone is in the pocket. The pocket is in the bag. The bag is in the office. Where is the phone? The phone is in the, pocket,"{""variant"": 2}"
fr_counterfact_0016,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.1025390625,2,6.807717323303223,5.875,0.299,counterfact,Ture Nerman worked in the city of, Stockholm,"{""subject"": ""Ture Nerman""}"
fr_counterfact_0069,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.10400390625,2,5.387564182281494,4.75,0.295,counterfact,prefectural road is located in, Japan,"{""subject"": ""prefectural road""}"
fr_counterfact_0015,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.107421875,2,5.139601230621338,5.46875,0.299,counterfact,"In New Hampshire, an official language is", English,"{""subject"": "" New Hampshire""}"
sc_gen_struct_0039,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.11083984375,2,4.756385326385498,2.953125,0.315,gen_struct,"Name: Bob
Age: 60
City: Paris

Name: Iris
Age: 58
City:", London,"{""pattern"": ""structure_copy""}"
fr_counterfact_0064,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.11279296875,2,4.080121994018555,4.1875,0.302,counterfact,University of Paris III: Sorbonne Nouvelle can be found in, Paris,"{""subject"": ""University of Paris III: Sorbonne Nouvelle""}"
rt_gen_0006,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.12158203125,2,3.787074565887451,2.859375,0.316,gen_reasoning_track,The cup is in the cabinet. The cabinet is in the shelf. The shelf is in the kitchen. Where is the cup? The cup is in the, cabinet,"{""variant"": 2}"
fr_counterfact_0018,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.125,2,4.666216850280762,5.46875,0.304,counterfact,John and Edith Kilbuck took up work in, Alaska,"{""subject"": ""John and Edith Kilbuck""}"
sp_gen_parallel_0009,syntactic_pattern,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.1259765625,2,3.1784374713897705,5.03125,0.297,gen_parallel,"The more you practice, the better you", get,"{""pattern"": ""parallelism""}"
fret_counterfact_0017,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.126953125,2,5.725696086883545,4.6875,0.321,counterfact_extended,"In a comprehensive review of Kurze Mountains, researchers noted several key facts. Among them, Kurze Mountains is located in", Antarctica,"{""subject"": ""Kurze Mountains"", ""base_prompt"": ""Kurze Mountains is located in""}"
fr_counterfact_0066,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.1298828125,2,3.94486927986145,5.875,0.294,counterfact,Mars Glacier is located in, Antarctica,"{""subject"": ""Mars Glacier""}"
rt_gen_0016,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.134765625,2,4.869095802307129,2.6875,0.321,gen_reasoning_track,Eve put the toy in the attic. Eve went to the hallway. Frank moved the toy to the bathroom. Where is the toy now? The toy is in the, bathroom,"{""variant"": 0}"
sp_gen_parallel_0011,syntactic_pattern,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.140625,2,5.229769706726074,4.4375,0.301,gen_parallel,"Not only is she smart, but she is also very", kind,"{""pattern"": ""parallelism""}"
fr_counterfact_0060,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.150390625,2,2.073873996734619,3.21875,0.3,counterfact,Roch Voisine is a citizen of, Canada,"{""subject"": ""Roch Voisine""}"
fret_counterfact_0015,factual_retrieval,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.1513671875,2,5.229769706726074,3.96875,0.319,counterfact_extended,"In a comprehensive review of Alex Stalock, researchers noted several key facts. Among them, Alex Stalock, the", goaltender,"{""subject"": ""Alex Stalock"", ""base_prompt"": ""Alex Stalock, the""}"
dk_gen-wikipedia-random_0024,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.158203125,2,2.840305805206299,2.6875,0.32,,,,{}
sc_gen_alpha_seq_0002,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.1650390625,2,5.252311706542969,2.984375,0.315,gen_alpha_seq,"E, F, G, H, I, J, K, L, ", M,"{""pattern"": ""alpha_continuation""}"
sc_gen_alpha_seq_0005,structural_copying,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.1650390625,2,5.004348278045654,3.0625,0.294,gen_alpha_seq,"G, H, I, J, ", K,"{""pattern"": ""alpha_continuation""}"
rt_gen_0014,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.1650390625,2,3.674363851547241,2.9375,0.316,gen_reasoning_track,The toy is in the bag. The bag is in the shelf. The shelf is in the garage. Where is the toy? The toy is in the, bag,"{""variant"": 2}"
alg_gen_arithmetic_0004,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.201171875,2,1.521592378616333,3.0625,0.292,gen_arithmetic,5 + 4 =, 9,"{""operation"": ""+"", ""a"": 5, ""b"": 4}"
cc_gen_0006,code_comprehension,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.201171875,2,2.3105661869049072,1.6015625,0.312,gen_code,"```python
x = True
y = False
print(x and y)
```
Output:", False,{}
fret_counterfact_0002,factual_retrieval,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.2041015625,2,5.162143230438232,3.734375,0.328,counterfact_extended,"The following information pertains to Tokugawa shogunate. After careful examination of the available evidence, we can state that Tokugawa shogunate follows the religion of", Buddhism,"{""subject"": ""Tokugawa shogunate"", ""base_prompt"": ""Tokugawa shogunate follows the religion of""}"
fr_counterfact_0041,factual_recall,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.208984375,2,4.125205993652344,3.5625,0.294,counterfact,Terenci Moix was originally from, Barcelona,"{""subject"": ""Terenci Moix""}"
alg_gen_arithmetic_0006,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.220703125,2,1.521592378616333,4.5,0.295,gen_arithmetic,18 * 14 =, 252,"{""operation"": ""*"", ""a"": 18, ""b"": 14}"
rt_gen_0029,reasoning_tracking,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.2431640625,2,2.062602996826172,3.046875,0.327,gen_reasoning_track,The book starts in the bedroom. Dave moves it to the kitchen. Eve moves it to the garage. Bob moves it to the office. Where is the book? Answer: the, office,"{""variant"": 1}"
alg_gen_arithmetic_0008,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.251953125,2,1.758284568786621,4.65625,0.315,gen_arithmetic,14 * 11 =, 154,"{""operation"": ""*"", ""a"": 14, ""b"": 11}"
cc_gen_0004,code_comprehension,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.25390625,2,2.186584711074829,2.671875,0.318,gen_code,"```python
s = ""hello world""
print(s.count(""l""))
```
Output:", 3,{}
cc_gen_0014,code_comprehension,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.28515625,2,2.22039794921875,1.9921875,0.317,gen_code,"```python
x = 5
y = 3
print(x + y)
```
Output:", 8,{}
dk_gen-wikipedia-random_0026,domain_knowledge,brief,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.298828125,2,3.155895471572876,3.453125,0.327,,,,{}
sp_gen_parallel_0008,syntactic_pattern,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.318359375,2,1.9837056398391724,2.4375,0.304,gen_parallel,"If it rains, we stay inside; if it shines, we go", outside,"{""pattern"": ""parallelism""}"
cc_gen_0013,code_comprehension,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.318359375,2,2.29929518699646,2.171875,0.314,gen_code,"```python
x = 17
print(x % 5)
```
Output:", 2,{}
cc_gen_0002,code_comprehension,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.3203125,2,2.2767531871795654,2.203125,0.318,gen_code,"```python
for i in range(3):
    pass
print(i)
```
Output:", 2,{}
alg_gen_arithmetic_0002,algorithmic,short,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.322265625,2,1.949892520904541,5.0,0.294,gen_arithmetic,4 * 18 =, 72,"{""operation"": ""*"", ""a"": 4, ""b"": 18}"
cm_lambada_0009,cultural_memorized,med,Qwen/Qwen3.5-35B-A3B,identity,prompt_render_v3_identity_default,0.33984375,2,3.268605947494507,3.78125,0.383,lambada,"I can only see his school bag dumped next to the table. There are no pictures or anything that suggests a family lives here. Is he alone? My heart breaks for him. Surely there is no way someone would allow their 17 year old to fend for themselves? “Hey” his voice fills the room. “I have a few things which are all going to be too big, but at least you'll be", warm,{}
