prompt_id,type,winner,prompt,target,tier,source,tokens_approx,pc1,pc2,pc3,length_resid_pc1,length_resid_pc2,length_resid_pc3
dk_gen-wikipedia-random-battery4_0084,domain_knowledge,off,"Beginning in August 2010, central Arkansas experienced a significant period of seismic activity characterized by a linear distribution of epicenters that gradually shifted toward the southwest. The most intense event during this period reached a moment magnitude of 4.7 in early 2011. While initial public concerns focused on the relatively shallow drilling activities used for the exploration and production of natural gas within the regional Fayetteville Shale, scientific analysis found no direct link to those specific operations. Instead, researchers identified a correlation between the seismic events and deep-well activity used for the management of fluid byproducts. This specific type of environmental and industrial interaction, which mirrored historical precedents such as those at the Rocky Mountain Arsenal in the 1960s, is known as", deep waste disposal drilling,med,gen-wikipedia-random-battery4,158,-20.048222,-1.318731,-3.732008,-6.920262,-0.205738,3.771907
dk_gen-wikipedia-random-battery4_0085,domain_knowledge,off,"Endemic to the eastern regions of Australia, specifically ranging from southern New South Wales up to central Queensland, Cryptocarya glaucescens is a significant member of the Lauraceae family. This tree thrives in rainforest environments, often favoring poorer soil types from coastal elevations up to 1,000 meters. Reaching heights of up to 30 meters, the species is characterized by dark brown or reddish-brown scaly bark and leaves that exhibit a distinct bluish-grey or green glaucous appearance on their underside. During the months of October and November, the tree produces small, perfumed, cream-colored or pale green flowers arranged in panicles. These develop into laterally compressed black drupes that serve as a food source for local avian species such as the topknot pigeon. While it is known by several common names, including silver sycamore, native laurel, and bolly laurel, it is most frequently referred to as", jackwood,med,gen-wikipedia-random-battery4,185,-19.126679,-0.784241,-2.870201,-3.071145,-2.037479,2.038521
dk_gen-wikipedia-random-battery4_0086,domain_knowledge,edges_narrow_bal_0.55,"Fritto misto is a celebrated dish in Italian cuisine consisting of various ingredients that are sliced into small strips, battered, and deep-fried in oil. Historically documented as early as the start of the 19th century, the dish has long been a staple of both home cooking and street food, where vendors once served hot helpings wrapped in paper cones. While regional variations exist across Italy, the composition of the fry depends largely on the local geography. In Bologna, the dish often features prime cuts like lamb and chicken alongside offal, whereas in Rome, a more traditional street version might focus heavily on brains, sweetbreads, and liver. Inland areas may serve a version composed entirely of vegetables, such as artichoke hearts and mushrooms, while coastal regions specialize in a seafood-heavy preparation. This maritime version, which typically includes calamari rings, baby octopus, sardines, and shrimp, is known as", fritto misto di pesce,med,gen-wikipedia-random-battery4,189,-17.33799,-3.38255,-0.239009,-0.256925,0.363144,-0.147819
dk_gen-wikipedia-random-battery4_0087,domain_knowledge,off,"In the field of social psychology, the longitudinal study of persuasion often reveals a standard pattern where the influence of a communication is strongest immediately after exposure and then gradually decays as the recipient’s attitude returns to its baseline state. However, researchers have identified a counter-intuitive phenomenon where the impact of a message actually increases over time rather than diminishing. This occurs most frequently when a persuasive message is paired with a specific element—such as a disclaimer or a low-credibility source—that initially causes the recipient to doubt the validity of the information and suppress any immediate attitude change. 

This phenomenon was famously observed during World War II by Carl Hovland and his colleagues while studying the reactions of US Army soldiers to propaganda films. They found that the shift in the soldiers' opinions was more pronounced nine weeks after viewing the material than it was after only five days. One theoretical explanation for this delayed impact is the dissociation interpretation, which suggests that over time, the mental link between the message and the negative connotation weakens, allowing the message itself to exert influence. For this delayed increase in persuasion to manifest, researchers like Cook and Flay argue that certain conditions must be met: the message must be inherently persuasive, the time elapsed must be sufficient, and there must be a strong enough initial suppression caused by a", discounting cue,long,gen-wikipedia-random-battery4,295,-25.978202,-3.407082,-1.516397,3.470093,-2.131315,0.580343
dk_gen-wikipedia-random-battery4_0088,domain_knowledge,late_boost_bal_0.60,"The Orion Complex is a vast assembly of gas and dust that serves as a major site of star formation. While much of the scientific focus remains on the dense central regions, the peripheral nebular regions offer critical insights into the interaction between massive stars and the surrounding interstellar medium. These outlying clumps, scattered over an area exceeding 600 square degrees, are primarily located in the western portion of the complex across the constellations of Orion and Eridanus. Many of these clouds exhibit a distinct cometary morphology, characterized by an elongated shape and a tail of dissolving gas. This structural deformation is a direct result of the intense ultraviolet radiation and stellar winds emanating from the massive stars within the Orion OB1 association. Similar erosive processes that sculpt these outer gas clumps are also responsible for creating the iconic features found in the Eagle Nebula known as the", Pillars of Creation,med,gen-wikipedia-random-battery4,192,-6.292984,-6.107156,-6.702471,11.652354,-1.950811,5.37007
dk_gen-wikipedia-random-battery4_0089,domain_knowledge,triad_odd_bal_0.45,"Founded in Waverly, Iowa, in 1879, Wartburg College began as a normal school dedicated to the training of men for service in Lutheran parochial schools. The institution's oldest surviving physical legacy is a three-story brick building constructed just one year after the school's relocation to the area. This structure is historically significant as the first building in the state of Iowa associated with German Lutheran higher education. Architecturally, the building is a five-bay by four-bay structure designed in the vernacular Italianate style. It features distinctive decorative elements such as a denticular cornice, a paneled frieze, cast-iron window sills, and white-painted corbelled brick window hoods. Originally, the building was highly multifunctional, serving as the entire campus under one roof; the basement housed dining and kitchen facilities, the first floor provided living quarters for the two teachers, and the attic served as a dormitory. Because of its historical role in training educators for the church, the building was added to the National Register of Historic Places in 1978 under the name of the", Wartburg Teachers' Seminary,long,gen-wikipedia-random-battery4,222,-23.096995,0.176344,-2.833535,-2.936744,-3.425697,1.787813
dk_gen-wikipedia-random-battery4_0090,domain_knowledge,edges_narrow_bal_0.55,"In the early 2000s, the emergence of high-quality digital editing tools allowed fan communities to reimagine major motion pictures. One of the most significant milestones in this movement was a project titled Star Wars Episode I.I, which sought to refine the narrative structure of George Lucas's 1999 prequel. The creator of this project, Mike J. Nichols, aimed to apply Lucas’s own historical storytelling philosophies to the footage in order to create a version of the story that felt more cohesive and focused. By removing specific elements and tightening the pacing, Nichols produced a cut that gained substantial media attention from outlets like the BBC and NPR, and it was even initially rumored to be the work of filmmaker Kevin Smith. This project is historically significant as it is widely recognized as the first fan-edit of a feature film to be shared with a global audience via the internet. Although it was an unauthorized derivative work, Lucasfilm chose not to pursue legal action against the distribution of the version famously known as The", Phantom Edit,long,gen-wikipedia-random-battery4,223,-19.259915,0.104123,-0.471769,0.876563,-3.810771,-1.012044
dk_gen-wikipedia-random-battery4_0091,domain_knowledge,off,"Within the diverse family Tyrannidae, certain Neotropical birds are characterized by their relatively thickset bodies, disproportionately large heads, and specialized bill shapes. Among these are the members of the genus established by Carl Eduard Hellmayr in 1927, whose name combines the Ancient Greek word for ""courage"" with a Neo-Latin term for flycatcher. These birds typically exhibit yellow-green plumage, often accented by grey crowns and distinct edging on the wing feathers. In their natural habitats within humid forests, they are known to forage high above the ground and frequently participate in mixed-species flocks. A notable behavioral trait of this group is their tendency to construct bag-shaped nests in close proximity to wasp nests for protection. Despite their physical similarities, which make visual identification exceptionally difficult, they can be distinguished by their vocalizations. Along with the genus Rhynchocyclus, these birds are commonly known as", flatbills,med,gen-wikipedia-random-battery4,184,-20.175779,-1.959256,-3.999535,-3.793391,-1.355769,3.306024
dk_gen-wikipedia-random-battery4_0092,domain_knowledge,off,"Located approximately 160 kilometers west of Ulaanbaatar in the Zaamar district of Mongolia, the Shoroon Bumbagar tomb represents a significant archaeological discovery from the late 7th century. Situated near the banks of the Tuul River and the ruins of a later Khitan settlement, the site serves as the final resting place for a high-ranking Turkic nobleman, likely holding the title of tegin or yabghu. Unlike traditional Göktürk burials of the era, which typically consist of shallow, rock-covered circular mounds, this structure is a massive subterranean complex measuring 42 meters in length and reaching a depth of 7.5 meters. 

Because the site remained unlooted until its excavation in 2011, it yielded a wealth of artifacts, including over a hundred clay objects, an intact door, and numerous wall paintings depicting dragons and temples. A particularly notable find within the tomb was a collection of approximately 50 Byzantine gold coins that had been repurposed for use as ornaments. The architectural style of the tomb reflects the heavy cultural and political influence of the Tang dynasty, which exerted control over the region following the collapse of the Eastern Turkic Khaganate. This specific administrative and diplomatic framework, which integrated Turkic leaders as vassals of the Chinese empire, is known as the", Jimi system,long,gen-wikipedia-random-battery4,267,-20.431916,-0.892896,-3.91393,5.187245,-5.95083,1.46968
dk_gen-wikipedia-random-battery4_0093,domain_knowledge,off,"Adopted on July 15, 1963, the national coat of arms of Gabon was created by Louis Mühlemann, a Swiss heraldist and vexillologist who was also a founding member of the Fédération internationale des associations vexillologiques (FIAV) and the designer of the arms of the Republic of Congo. The design is rich in symbolism reflecting the nation's geography, economy, and political aspirations. The escutcheon features a golden field with a black ship sailing on a blue sea, representing the country's movement toward a brighter future. Above the ship, the green chief is charged with three golden discs, or bezants, which are intended to signify the mineral wealth of the country. Supporting the shield are two black panthers, chosen to represent the vigilance and courage of the president in protecting the nation.

Additional botanical and linguistic elements provide further context for Gabon's identity. At the top of the shield, an okoumé tree (Aucoumea klaineana) serves as a symbol of the timber trade. The coat of arms is also notable for its use of two separate mottos in different languages. Beneath the tree, a Latin slogan, ""UNITI PROGREDIEMUR,"" translates to ""We shall go forward united."" Meanwhile, the lower ribbon displays the national motto in French: ""UNION, TRAVAIL, JUSTICE."" According to the official blazon, the ship's masts fly the national flag, which consists of three horizontal bands of green, yellow, and blue. In this color scheme, the yellow represents the sun, the blue represents the sea, and the green represents the country's great", dense forests,long,gen-wikipedia-random-battery4,323,-20.91764,-5.799118,-4.162966,12.291236,-3.432119,2.427989
dk_gen-wikipedia-random-battery4_0094,domain_knowledge,off,"Following the conclusion of World War II, the political landscape of Eastern Europe was largely defined by the emergence of satellite states subservient to Soviet hegemony. However, Yugoslavia carved out a distinct path under the leadership of Josip Broz Tito, whose liberation of the country with minimal Red Army assistance granted him significant leverage. This independence was further bolstered by the Percentages Agreement, which limited Soviet influence in the region to fifty percent. Tensions eventually peaked in 1948 when Yugoslavia refused to submit to a resolution from the Cominform that accused the League of Communists of Yugoslavia of deviating from Marxist-Leninist principles. This defiance initiated a period of intense internal conflict and the repression of pro-Stalinist elements within Yugoslavia, a timeframe known as the", Informbiro,med,gen-wikipedia-random-battery4,161,-17.48569,-1.399562,-3.505948,-4.016679,-1.167344,2.950388
dk_gen-wikipedia-random-battery4_0095,domain_knowledge,edges_narrow_bal_0.55,"Rooted in the late 19th-century theories of Daniel David Palmer, the practice of spinal adjustment serves as a cornerstone of chiropractic care. While practitioners often claim benefits ranging from temporary palliative relief to long-term wellness, systematic reviews have struggled to find convincing evidence of its efficacy for medical conditions. Central to the philosophy of this practice is the correction of a joint's alignment or function, specifically targeting a functional entity that chiropractors refer to as a 'subluxation.' The World Health Organization defines this as a lesion where joint contact remains intact but physiological function is altered, distinguishing it from the structural displacement recognized in traditional medicine. To address these issues, practitioners utilize various methods such as the 'Toggle Drop,' the 'Lumbar Roll,' or instrument-assisted techniques. Regardless of the specific method, the most common clinical application involves a manual force characterized by its speed and depth, a technique technically abbreviated as", HVLA,med,gen-wikipedia-random-battery4,195,-19.146062,-2.112642,-4.956074,-1.52542,-1.998271,4.102898
dk_gen-wikipedia-random-battery4_0096,domain_knowledge,late_boost_bal_0.60,"Following the 2012 rebellion led by the National Movement for the Liberation of Azawad and a subsequent takeover of major northern cities by Islamist groups, the Malian government requested international assistance to prevent a further push into the center of the country. In response, France launched a major military intervention supported by United Nations Security Council Resolution 2085. This campaign involved a significant deployment of French Air Force assets, including Rafale and Mirage fighter jets, as well as French Army units such as the 21st Marine Infantry Regiment and the 1st Foreign Cavalry Regiment. Named after a medium-sized African wild cat, the mission focused on ousting militants from northern strongholds and resulted in the deaths of several high-ranking insurgent leaders. The intervention officially concluded in July 2014, when it was transitioned into a broader regional counter-terrorism effort known as", Operation Barkhane,med,gen-wikipedia-random-battery4,180,-17.901478,-2.314575,-5.296294,-2.010952,-1.339363,4.853836
dk_gen-wikipedia-random-battery4_0097,domain_knowledge,off,"The historical evolution of the Indian Census reflects a transition from a temporary administrative function to a permanent government fixture. During the British Raj, the census became a significant tool for the administration, moving from simple landholding assessments for revenue to a complex scientific classificatory system that categorized the population into mutually exclusive religious groups. Early efforts were led by figures such as Jervoise Athelstane Baines and H. H. Risley, the latter of whom formulated detailed regulations in 1901 that influenced subsequent operations. A pivotal moment occurred in 1931 under Commissioner J. H. Hutton, who oversaw the first-ever census in India to be based on", caste,med,gen-wikipedia-random-battery4,136,-10.843869,-5.616314,-3.632596,0.507422,2.775627,4.414122
dk_gen-wikipedia-random-battery4_0098,domain_knowledge,edges_narrow_bal_0.55,"Within the diverse kingdom of Fungi, the genus Boletus comprises a variety of basidiomycete species known for their characteristic pored undersides rather than gills. Among these is a specific fungus native to northeastern North America, where it establishes a symbiotic relationship with coniferous trees, specifically pine and spruce. This mushroom features a substantial cap that can reach a width of up to 18 cm, typically presenting a shape that ranges from convex to nearly flat. The coloration of the cap is a distinct brown, which is mirrored by the appearance of the stem. A notable physical characteristic of the stem is its light-colored reticulate texture, which provides a patterned contrast against its darker background. While the internal flesh of the mushroom is white to buff and remains stable when sliced, the yellow tubes located beneath the cap exhibit a dramatic reaction to physical contact. 

Modern scientific classification has moved beyond mere physical description to include genetic relationships. Phylogenetic analysis places this North American species within a specific clade alongside other notable fungi such as B. pinophilus, B. regineus, B. rex-veris, B. fibrillosus, and the sequestrate fungus Gastroboletus subalpinus. The nomenclature of the species is deeply rooted in its reactive properties; the specific epithet is derived from Latin roots meaning ""becoming dark blue beneath,"" which refers to how the yellow pore surface reacts when bruised. Because of these distinct morphological and genetic traits, this fungus is formally known as", Boletus subcaerulescens,long,gen-wikipedia-random-battery4,309,-25.059379,-1.311205,-0.12592,5.52399,-5.20095,-2.302209
dk_gen-wikipedia-random-battery4_0099,domain_knowledge,triad_odd_bal_0.45,"The history of alternative coffee beverages in Germany is deeply rooted in the 18th century, particularly during the reign of Frederick II, who imposed high taxes on imported coffee beans. This economic pressure led Johann Heinrich Franck to develop a substitute using a blend of grain and a specific root plant. Production eventually moved to Ludwigsburg in 1868 to take advantage of superior transport links. While the company produced various brewable grain coffees, such as Linde's, these were often associated with the hardships of war and the post-war period. In 1954, looking for a fresh brand name for their soluble coffee substitute extract that would distance the product from older colloquialisms like ""Muckefuck,"" the company introduced a new brand. This brand is manufactured by Nestlé and consists of a caffeine-free blend of roasted barley, malted barley, rye, and roasted", chicory,med,gen-wikipedia-random-battery4,180,-11.98925,-2.36392,-1.746712,3.554287,-1.344433,1.087053
dk_gen-wikipedia-random-battery4_0100,domain_knowledge,edges_narrow_bal_0.55,"Belonging to the Lamiaceae or mint family, Lavandula pinnata is a distinctive shrub native to the Canary Islands and southern Madeira. Commonly referred to as fernleaf or jagged lavender, the plant is characterized by its square stems and opposite, pinnately dissected leaves. These leaves are notably covered in fine white hairs, which provide the foliage with a characteristic downy texture. During its blooming period, which runs from late spring through the summer, the plant produces deep violet flowers arranged on spikes that may appear singly or in groups of three. While its botanical description is well-established, there is historical disagreement regarding the authorship of its taxonomic name. While sources like the World Checklist of Selected Plant Families credit Johan Daniel Lundmark with the name in 1780, other databases such as GRIN and the African Plant Database instead attribute the name to", Carl Linnaeus,med,gen-wikipedia-random-battery4,183,-12.653145,-1.239933,-1.686241,3.023878,-2.599041,0.559029
dk_gen-wikipedia-random-battery4_0101,domain_knowledge,triad_odd_bal_0.45,"In the history of book production and bibliography, the physical construction of a volume is determined by how many times a printed sheet of paper is folded before being bound. One of the most significant formats in early European printing is produced by taking a full sheet, printing eight pages of text (four on each side), and then folding it twice to create four leaves. This method results in a book with a more squarish proportion compared to the taller folio or the smaller octavo. While the Gutenberg Bible is perhaps the most famous work of the 15th century, the earliest surviving European document printed with movable type is actually a fragment of a medieval poem known as the Sibyllenbuch, which was produced in this specific format. During the Elizabethan era, this format became the standard for individual editions of plays and poems; for instance, eighteen of William Shakespeare’s plays were published in this manner before being collected in the First Folio of 1623. Because some of these early editions contained significant textual errors and omissions, bibliographers like Alfred W. Pollard famously labeled them ""bad."" Depending on the size of the original paper, such as royal or demy, the resulting book typically stands about 12 inches tall. This specific printing format, abbreviated as 4to or 4º, is known as a", quarto,long,gen-wikipedia-random-battery4,286,-22.175777,-1.352385,-3.893035,5.768857,-5.875006,1.422831
dk_gen-wikipedia-random-battery4_0102,domain_knowledge,off,"Founded in 1917 by Clayton Mark, a pioneer in the American steel industry, Marktown was established as a planned worker community in East Chicago, Indiana. The site was originally marshland, but it was transformed during the Progressive Era to provide a comprehensive living environment for the employees of the Mark Manufacturing Company. Although the original vision for the community was expansive, the conclusion of World War I and the eventual sale of the parent company meant that only ten percent of the planned structures were ever completed. Today, the residential area exists as a unique historic island, hemmed in by one of the densest industrial complexes on the planet.

The architectural layout of the district is particularly notable for its deviation from standard urban planning. Designed by the renowned architect Howard Van Doren Shaw, who had previously worked on the founder's personal estate in Lake Forest, the community features a layout where the streets are intended to serve as pedestrian walkways. This unconventional arrangement results in a situation where vehicles are parked on the sidewalks, a fact that earned the neighborhood a mention in Ripley's Believe It or Not!. Despite its cultural significance and its 1975 inclusion on the National Register of Historic Places, the community faces modern challenges. Nearby industrial expansion, specifically a crude tar sands processing facility, has led to property acquisitions and demolitions by the global energy company", BP,long,gen-wikipedia-random-battery4,300,-14.285327,-4.670803,-4.427289,15.753623,-4.951974,2.190287
dk_gen-wikipedia-random-battery4_0103,domain_knowledge,late_boost_bal_0.60,"Originating from South Africa, the genus Agapanthus was introduced to New Zealand and eventually became a ubiquitous feature of the local landscape. The plant's popularity surged in the early twentieth century, largely driven by troops returning from the Second Boer War who admired the species in its native range. Due to its extreme hardiness, salt-tolerance, and minimal maintenance requirements, it became a staple of home gardens, often used to frame driveways or line fences. These characteristics also made the plant particularly favored for landscaping at traditional New Zealand holiday homes, commonly referred to as", baches,med,gen-wikipedia-random-battery4,122,-4.46844,-6.02621,-6.529543,5.350697,0.78561,6.23379
dk_gen-wikipedia-random-battery4_0104,domain_knowledge,off,"In the central nervous system, the Ube3a locus is subject to genomic imprinting, meaning that the gene is expressed exclusively from the maternal allele. The paternal allele, though genetically intact, is epigenetically silenced. This silencing is believed to be mediated by a long non-coding antisense transcript (LNCAT) that originates from the paternal chromosome. This transcript is approximately 450 kb long in humans and up to 1000 kb in mice, encompassing several genomic features including Snurf/Snrpn, various C/D box snoRNAs, and the non-coding region IPW. The specific portion of this large transcript that overlaps with the Ube3a gene on the opposite DNA strand is a critical focus for researchers studying neurodevelopmental disorders. 

Because the deletion or mutation of the maternal Ube3a allele leads to Angelman syndrome (AS), scientists are investigating ways to reactivate the silent paternal copy. Experimental evidence suggests that reducing the transcription of the antisense strand can unsilence the paternal gene. For instance, the administration of the drug topotecan in mouse models has been shown to activate paternal Ube3a expression by specifically interfering with the transcription of the antisense DNA strand known as", Ube3a-ATS,long,gen-wikipedia-random-battery4,239,-22.515784,-4.10912,-2.423845,0.659018,-0.34119,2.043045
dk_gen-wikipedia-random-battery4_0105,domain_knowledge,off,"Developed by the Mitsubishi Fuso Truck and Bus Corporation, the Fuso Ecanter represents a significant shift toward electrification in the light commercial vehicle sector. This electric variant of the standard Canter model was first introduced in 2016 at the IAA Commercial Vehicles in Hanover, serving as the third development generation of the 3S13 E-Cell project. The vehicle features a gross weight of 7.49 tonnes and is capable of carrying a payload of approximately 4.5 tons. To power the vehicle, engineers utilized a permanent synchronous motor capable of delivering 115 kW of power and 390 Newton meters of torque directly to the rear axle. Energy is stored in a modular battery system consisting of water-cooled lithium-ion packs, each containing 100 cells. When configured with six of these packs, the truck achieves a total capacity of 82.8 kWh, providing an operational range of roughly 100 kilometers. While the vehicle is manufactured at the Kawasaki plant in Japan and the Tramagal plant in Portugal, its distribution strategy varies by region. For instance, in the North American market, the vehicle is marketed under the dedicated brand name of", RIZON,long,gen-wikipedia-random-battery4,239,-17.647107,-3.485511,-4.897734,5.348687,-3.251038,3.284378
dk_gen-wikipedia-random-battery4_0106,domain_knowledge,late_boost_bal_0.60,"Located near the southern border with the constellation Vulpecula, 41 Cygni is a solitary star within the northern constellation of Cygnus. Although it lacks a Bayer designation, it remains visible to the naked eye with an apparent visual magnitude of 4.02. This stellar object is situated approximately 770 light-years from the Sun and is currently moving closer to our solar system at a radial velocity of −18 km/s. Historically, the star was identified as i Cygni by the astronomer John Flamsteed and was featured in his Atlas Coelestis, though that specific designation has since been abandoned.

From a physical standpoint, the star is roughly 85 million years old and possesses 5.3 times the mass of the Sun. Having moved beyond the main sequence phase of its evolution, it has depleted the hydrogen fuel in its core, causing its photosphere to expand to 27 times the solar radius. This expansion allows it to radiate approximately 1,200 times the luminosity of the Sun at an effective temperature of 6,533 K. Due to its specific spectral characteristics and its evolutionary state, it is categorized as a sharp-lined", supergiant star,long,gen-wikipedia-random-battery4,239,-15.272704,-3.792079,-4.851549,7.766006,-3.743663,2.924541
dk_gen-wikipedia-random-battery4_0107,domain_knowledge,triad_odd_bal_0.45,"Located in the city of Metz, France, the primary museum complex serves as a significant cultural institution dedicated to the preservation of regional history and artistic heritage. Established in 1839, the institution is housed within a unique, labyrinthine architectural arrangement that integrates several historic structures. These include the ancient Petites Carmes Abbey, the Trinitaires church, and a notable medieval storehouse. The museum’s layout is categorized into four distinct sections: a museum of fine arts, a department dedicated to the medieval era, a museum of architecture, and a comprehensive history and archaeological museum. This archaeological section is particularly renowned for its extensive Gallo-Roman collections, which were significantly enhanced during the 1930s when expansion projects on the site uncovered the structural remains of ancient public facilities. By weaving together these diverse buildings and artifacts, the institution aims to recreate the daily lives and environments of the city's inhabitants across centuries. The formal name of this unified complex, which reflects its historical location and administrative oversight, is the Musée de la", Cour d'Or,long,gen-wikipedia-random-battery4,218,-18.441821,-0.230747,-3.52519,1.293985,-4.605842,1.686764
dk_gen-wikipedia-random-battery4_0108,domain_knowledge,off,"Operating as a vital component of Space Delta 8 within the United States Space Force, the 53rd Space Operations Squadron (53 SOPS) manages critical communication infrastructure from its headquarters at Schriever Space Force Base. The unit traces its lineage and namesake back to the United States Army's 53rd Signal Battalion, a heritage reflected in the squadron's emblem through the inclusion of the Pleiades constellation. This symbolic choice honors the seven stars representing the previous command structure and operational elements that existed prior to the unit's formal transfer to the Space Force in June 2022. While other units like the 4th Space Operations Squadron focus on the satellite ""bus""—managing the physical health of the spacecraft including propulsion, batteries, and solar cells—the 53 SOPS maintains a specialized focus on the operational mission. Specifically, the squadron is the only entity in the armed forces responsible for the transmission command and control of the Defense Satellite Communications System and the high-capacity constellation known as", Wideband Global SATCOM,long,gen-wikipedia-random-battery4,208,-15.414801,-3.715453,-6.898912,4.069315,-2.79925,5.535985
dk_gen-wikipedia-random-battery4_0109,domain_knowledge,off,"Published in 1997 by Fitzroy Dearborn, the Encyclopedia of Indo-European Culture (EIEC) serves as a comprehensive reference work focused on the Proto-Indo-Europeans and the broader field of Indo-European studies. The editorial leadership of the project was divided between two primary scholars who managed different disciplinary perspectives: J. P. Mallory was responsible for the archaeological entries, while the linguistic articles were authored by Douglas Q. Adams. In addition to these primary editors, the work featured a substantial list of sub-editors representing a notable collection of 1990s Indo-Europeanists. While the encyclopedia is not presented as a polemic, its content provides a degree of support for a specific model of origins that challenges the more traditional steppe-based theories. This model, which suggests a different geographic starting point and timeframe for the dispersal of these languages, is known as the", Anatolian hypothesis,med,gen-wikipedia-random-battery4,176,-13.332438,-3.118844,-3.050615,2.105402,-0.907346,2.46599
dk_gen-wikipedia-random-battery4_0110,domain_knowledge,off,"The People's Liberation Army (PLA) occupies a unique constitutional and political position within the Chinese state, functioning not as a traditional national military but as the armed wing of the Chinese Communist Party (CCP). This relationship is characterized by the party's absolute control over the armed forces, a principle that ensures the military serves as the guarantor of the party's survival and rule. Historically, the PLA's roots trace back to the Chinese Workers' and Peasants' Red Army, which was formed following the 1927 Nanchang uprising. During the Second Sino-Japanese War, these communist forces were nominally integrated into the National Revolutionary Army as the Eighth Route Army and the New Fourth Army before being formally reconstituted under their current name in 1947. To maintain this party-led structure, the military operates under the leadership of a specific body whose chairman serves as the commander-in-chief and is typically the CCP general secretary. While the Ministry of National Defense handles external relations and state-level interfaces, it possesses no actual command authority. Instead, supreme military command and the power to direct the four services and four arms of the military are exercised by the", Central Military Commission,long,gen-wikipedia-random-battery4,245,-21.504671,-3.931689,-3.97249,2.287974,-1.324128,3.374526
dk_gen-wikipedia-random-battery4_0111,domain_knowledge,off,"In the field of veterinary medicine, clinicians often encounter age-related changes in the eyes of geriatric animals, particularly dogs over the age of six. One common manifestation is a bilateral bluish-grey haziness that develops in the center of the crystalline lens. This phenomenon occurs because new lens fibers are constantly being formed, which eventually results in the compression of older fibers located in the nucleus. As the density of the nucleus increases, its refractive index changes, causing light to scatter and creating a cloudy appearance. While this condition can resemble an immature senile cataract, it generally does not significantly impair vision. To differentiate this benign aging change from a true cataract, veterinarians often use retroillumination with a penlight; if the reflection from the tapetum remains visible and is not blocked by a shadow, the diagnosis is likely", nuclear sclerosis,med,gen-wikipedia-random-battery4,178,-19.073404,-1.623791,-3.596411,-3.618176,-1.009435,3.250586
dk_gen-wikipedia-random-battery4_0112,domain_knowledge,off,"The Cantiorix Inscription is a significant early post-Roman grave marker found near Ffestiniog in north Wales and currently housed at the church in Penmachno. This archaeological find is particularly esteemed by historians as the earliest known historical reference to the Kingdom of Gwynedd. The stone was discovered at a location traditionally referred to as the 'Graves of the Men of Ardudwy,' or Beddau Gwŷr Ardudwy, a site that once featured prehistoric burial monuments and long-cist graves alongside a Roman road. 

Scholars such as Thomas Charles-Edwards have analyzed the technical aspects of the Latin text, noting the use of all-capital letters and late spoken Latin forms, such as the use of 'CIVE' instead of the formal 'CIVIS'. These linguistic features allow the inscription to be dated specifically to the fifth or sixth century. The inscription commemorates a man of importance named Cantiorix, describing him as a cousin of a man named Maglus. The text is highly debated among historians because it utilizes Roman terminology to describe political status and administrative roles in a post-Roman context. While some historians, like John Davies, view these terms as a desire to maintain cultural ties to the Roman world, others, like Nash-Williams, argue they represent a surviving ordered system of government. Specifically, the inscription is unique in British Christian epigraphy for its mention of a specific official title for Maglus, using the Latin term", magistrati,long,gen-wikipedia-random-battery4,297,-20.7528,-2.993,-4.186082,8.702868,-4.549497,2.538696
dk_gen-wikipedia-random-battery4_0113,domain_knowledge,late_boost_bal_0.60,"Published in 1977, the anthology edited by Marianne Githens and Jewel Prestage represents a significant moment in the academic study of gender and governance. Comprising twenty-two distinct papers, the collection examines the various ways in which women participate—or are excluded from—the American political process. One of the most distinctive features of the work is its dedicated focus on the political experiences of African American women, a move that critics praised for demonstrating that this demographic should not be simply subsumed into the broader category of all women. Scholars like Diane Kincaid noted that the book helped shift the field away from mere description and toward empirical explanation and theoretical development. In a review for Contemporary Sociology, the text was described as a necessary addition to the literature concerning the", political woman,med,gen-wikipedia-random-battery4,167,-17.575475,-3.149016,-2.994309,-3.07031,0.76831,3.150752
dk_gen-wikipedia-random-battery4_0114,domain_knowledge,late_boost_bal_0.60,"Within the botanical classification of the genus Iris, certain species are grouped based on their physical characteristics and geographic origins. One such species, native to the southern and central United States, is a rhizomatous perennial known for its distinctive copper-red to deep red flowers and bright green, blade-like leaves. This plant, which is endemic to regions such as the Mississippi valley and various swamp habitats, belongs to the subgenus Limniris. Specifically, due to the unique hexagonal cross-section of its six-angled seed capsules and its genetic profile of 42 chromosomes, it is categorized within the series", Hexagonae,med,gen-wikipedia-random-battery4,123,-10.592792,-2.403688,-2.944326,-1.476592,-0.055445,2.51968
dk_gen-wikipedia-random-battery4_0115,domain_knowledge,off,"The global distribution and demographic profile of individuals with a net worth exceeding one billion units of currency are tracked annually by publications such as Forbes. While these ultra-high-net-worth individuals come from diverse backgrounds, statistical trends emerge regarding their education and professional origins. For instance, although nearly 30% of this group lacked a college degree in 2015, there is a marked overrepresentation of graduates from elite institutions. Additionally, data indicates that the most common initial career paths for these individuals, prior to amassing their fortunes, were sales and", military service,med,gen-wikipedia-random-battery4,114,-6.514129,-6.087635,-1.489165,2.229321,3.799468,2.423807
